campaign_id,campaign_name,campaign_type,target_segment,region,start_date,end_date,status,budget,spend,impressions,clicks,ctr_pct,conversions,conversion_rate_pct,revenue_generated,roi_pct,cost_per_click,cost_per_conversion
370ecbd4-4455-40f4-a40d-499e92468dc7,Earth Day Initiative — 2024 (Content Marketing),Content Marketing,Gold,International,2024-07-15,2024-10-23,Completed,98879.24,86195.37,4689034,258711,5.517,29225,11.297,4289417.09,4876.39,0.3332,2.95
4df89dbc-2217-4108-9c0e-6117871c2f9c,Mother's Day Gifts — 2022 (Social Media),Social Media,New Customers,National,2022-06-26,2022-08-06,Active,25027.34,15227.42,3149708,104012,3.302,7953,7.647,1651841.09,10747.81,0.1464,1.91
6395e0b7-f59b-4fc5-a5fe-15dbd12c4484,Summer Splash Sale — 2025 (PPC),PPC,All Customers,International,2025-12-23,2026-04-14,Completed,122763.56,125288.8,211419,14216,6.724,425,2.995,63980.02,-48.93,8.8132,294.8
e3d88023-18cc-4fde-a8e0-17fe5f545102,Back to School — 2025 (Display),Display,All Customers,Midwest,2025-06-01,2025-07-06,Active,8153.88,2174.62,922304,25587,2.774,2890,11.295,402067.65,18389.1,0.085,0.75
5c9edf52-ee91-4f85-98de-97f9a006d73f,Fall Fashion Forward — 2022 (Social Media),Social Media,New Customers,Northeast,2022-08-01,2022-10-10,Completed,227319.5,216825.17,600085,10961,1.827,1025,9.352,225888.15,4.18,19.7815,211.54
6c9a4d8e-9bd5-4bea-844d-8fcb94277ad7,Halloween Spookfest — 2023 (Email),Email,Silver,Midwest,2023-10-23,2023-11-11,Planned,204036.77,0.0,1397120,36853,2.638,3878,10.524,349423.24,0.0,0.0,0.0
2a3c141b-861c-4169-95ba-d8c81c3d6847,Black Friday Mega Sale — 2024 (Social Media),Social Media,Churned,National,2024-08-01,2024-08-31,Active,16754.64,13093.5,3138743,80475,2.564,5650,7.021,414444.11,3065.27,0.1627,2.32
331052e9-8423-4a0b-a186-699a3664e423,Cyber Monday Deals — 2022 (Social Media),Social Media,New Customers,Midwest,2022-05-15,2022-09-09,Completed,140113.71,129542.53,2605415,102980,3.953,4088,3.97,356109.24,174.9,1.2579,31.69
790cfed2-b57c-466e-905a-ea978a819640,Holiday Season — 2023 (Display),Display,Churned,National,2023-04-04,2023-05-27,Completed,231765.83,197808.4,12459,396,3.181,41,10.571,2595.02,-98.69,499.5162,4824.6
0d7f7aea-78ea-4ac1-8775-7b6dcb82ca38,Brand Awareness Drive — 2023 (Display),Display,All Customers,West Coast,2023-12-28,2024-01-31,Planned,246719.36,0.0,1774156,69635,3.925,2994,4.3,515834.18,0.0,0.0,0.0
2221071a-334a-46c0-8071-d86fdc2e25d0,Customer Win-Back — 2024 (PPC),PPC,Gold,International,2024-05-09,2024-06-09,Completed,223558.51,197854.48,2163239,180697,8.353,9280,5.136,3060654.8,1446.92,1.095,21.32
6695bfdf-6193-4dd3-9870-5412fa042b24,Loyalty Rewards — 2023 (Content Marketing),Content Marketing,Churned,Northeast,2023-02-11,2023-05-22,Active,195993.33,55965.94,4157576,192031,4.619,9622,5.011,1392114.1,2387.43,0.2914,5.82
393bcbe8-73c1-40ee-a34c-140e3be464b2,Premium Tier Launch — 2025 (Social Media),Social Media,Gold,International,2025-07-18,2025-10-07,Completed,37632.02,38506.11,2403700,62681,2.608,2656,4.239,343683.13,792.54,0.6143,14.5
0a9c1779-4c33-471b-8721-376406161106,Referral Bonus — 2025 (Content Marketing),Content Marketing,Gold,Southeast,2025-09-04,2025-11-14,Planned,123008.1,0.0,4738433,365236,7.708,33433,9.154,6836464.35,0.0,0.0,0.0
445d7c77-eccd-43a3-8b9f-a7d6940145b1,Flash Sale Weekend — 2024 (PPC),PPC,Silver,Southeast,2024-09-27,2024-10-06,Planned,228657.77,0.0,4586238,342285,7.463,29375,8.582,9474569.91,0.0,0.0,0.0
e92f2aaf-2c02-4a22-948d-b9018b403049,Product Launch Wave — 2023 (Social Media),Social Media,Platinum,Northeast,2023-08-30,2023-10-14,Completed,130961.17,126087.58,4317647,30305,0.702,2719,8.974,777030.6,516.26,4.1606,46.37
43a650cd-c03a-4fda-a0db-56c14e1fd15b,Influencer Collab — 2022 (Affiliate),Affiliate,Gold,Midwest,2022-03-11,2022-06-11,Completed,199700.25,180417.64,792824,58338,7.358,5022,8.61,655497.13,263.32,3.0926,35.93
73418f9a-a4f3-4ffe-93b9-1b07ad5046ff,New Year Kickoff — 2024 (Display),Display,New Customers,National,2024-01-16,2024-04-12,Planned,71371.16,0.0,3477106,82323,2.368,8565,10.405,1003854.9,0.0,0.0,0.0
0a0754fe-13a0-4619-b070-195a1bb6c156,Valentine's Day Promo — 2022 (Affiliate),Affiliate,Churned,Northeast,2022-12-20,2023-02-06,Completed,119003.72,121891.5,3962692,322662,8.143,17015,5.274,3275531.52,2587.25,0.3778,7.16
6bbac414-82cb-490e-b066-a3182151ac89,Spring Launch — 2022 (Email),Email,Platinum,West Coast,2022-07-06,2022-10-18,Completed,36391.55,37035.21,4172212,325442,7.8,6217,1.91,762878.12,1959.87,0.1138,5.96
01cf71fa-d1de-42e7-865f-350e122ed5db,Earth Day Initiative — 2022 (PPC),PPC,Gold,Northeast,2022-08-27,2022-10-27,Cancelled,7081.27,838.67,1733480,92572,5.34,9397,10.151,909664.11,108365.08,0.0091,0.09
cf6226e6-efbf-4f6b-ba27-03175ec5219f,Mother's Day Gifts — 2025 (PPC),PPC,Platinum,Southeast,2025-03-30,2025-06-06,Completed,13914.69,12735.76,1585043,35383,2.232,2087,5.9,402166.05,3057.77,0.3599,6.1
d10ad4a0-f4c5-4bd6-890b-96a60cb03b58,Summer Splash Sale — 2022 (PPC),PPC,Silver,Northeast,2022-12-30,2023-01-20,Completed,137351.16,143183.1,1839144,66487,3.615,7599,11.431,1779419.08,1142.76,2.1536,18.84
fd261781-0395-4450-b5b8-e6785bc4aaf1,Back to School — 2023 (PPC),PPC,Gold,National,2023-10-23,2023-12-01,Completed,89131.17,90621.38,1268537,12415,0.979,962,7.753,225674.52,149.03,7.2993,94.2
aa7ae499-9a6e-4c1f-8d3d-761af3fcb9eb,Fall Fashion Forward — 2026 (TV),TV,Platinum,West Coast,2026-02-19,2026-05-20,Completed,83898.88,79753.08,4297254,50286,1.17,2918,5.803,423443.94,430.94,1.586,27.33
53aebbd2-c2f4-480e-b703-bcf1c9f23252,Halloween Spookfest — 2025 (Email),Email,Churned,National,2025-01-20,2025-05-04,Active,96332.1,58720.52,3410650,156100,4.577,9947,6.372,2862559.77,4774.89,0.3762,5.9
77eded01-429e-4418-b919-6a3fa0aa6d99,Black Friday Mega Sale — 2026 (Social Media),Social Media,Bronze,Midwest,2026-03-23,2026-04-04,Completed,168022.11,170068.01,556967,20356,3.655,1409,6.926,318622.98,87.35,8.3547,120.7
e256ecbc-ab64-4805-8cf7-bc404d259d6c,Cyber Monday Deals — 2026 (Social Media),Social Media,Churned,National,2026-04-10,2026-04-20,Completed,165439.28,165849.83,522868,19277,3.687,852,4.42,276666.54,66.82,8.6035,194.66
bad7ab6a-813c-48d7-8762-27a182d511c1,Holiday Season — 2023 (Social Media),Social Media,Gold,International,2023-01-24,2023-03-12,Completed,144285.74,149655.5,1434123,10022,0.699,333,3.332,71995.94,-51.89,14.9327,449.42
d7fda58e-28a2-4ac5-9a42-3043ee3f7d14,Brand Awareness Drive — 2025 (SMS),SMS,Silver,Northeast,2025-04-08,2025-06-16,Completed,111791.83,100173.7,557928,25998,4.66,2882,11.089,267187.79,166.72,3.8531,34.76
23f6de0c-3279-4753-9d25-8c2ca30ff6d6,Customer Win-Back — 2025 (Content Marketing),Content Marketing,New Customers,Southeast,2025-04-11,2025-05-14,Completed,217849.45,201314.98,1824374,18315,1.004,596,3.258,153018.54,-23.99,10.9918,337.78
4d14cba0-4217-4630-9632-265831bd68c4,Loyalty Rewards — 2022 (Social Media),Social Media,Platinum,Northeast,2022-02-23,2022-05-13,Active,177083.61,112063.85,180840,4852,2.684,248,5.131,33917.0,-69.73,23.0964,451.87
08cb93b8-f9c8-4dec-b68d-86ee2ab68a72,Premium Tier Launch — 2024 (Content Marketing),Content Marketing,All Customers,Northeast,2024-10-11,2024-12-02,Completed,56185.18,58612.93,1710915,106484,6.224,1342,1.261,199552.69,240.46,0.5504,43.68
60b58a80-0f8f-4d2e-b38b-a965341bd4ab,Referral Bonus — 2023 (Radio),Radio,Bronze,Northeast,2023-02-06,2023-04-30,Completed,31878.48,29850.98,3505638,146588,4.182,10329,7.047,1334855.66,4371.73,0.2036,2.89
0cb91ab3-830f-40bf-bab5-7494ab783c15,Flash Sale Weekend — 2024 (PPC),PPC,Platinum,Midwest,2024-06-23,2024-09-09,Completed,156926.79,148620.42,3963244,97860,2.469,4055,4.144,1349387.81,807.94,1.5187,36.65
9e3f12dd-a397-49f6-bdc6-9a78ad5070e1,Product Launch Wave — 2022 (PPC),PPC,New Customers,International,2022-01-21,2022-05-11,Completed,44784.7,38858.29,1165630,92280,7.917,1744,1.89,480935.54,1137.67,0.4211,22.28
a5802124-e005-4284-8bdc-45c08588755d,Influencer Collab — 2024 (Social Media),Social Media,Bronze,Southeast,2024-03-26,2024-07-21,Completed,87907.79,88939.05,3425748,200557,5.854,9739,4.856,3373136.82,3692.64,0.4435,9.13
48c01cd0-691f-45ca-8ff7-758a1b0020e9,New Year Kickoff — 2025 (Social Media),Social Media,Platinum,Midwest,2025-04-21,2025-08-08,Completed,42426.76,37762.28,1081199,88859,8.219,3627,4.083,987418.37,2514.83,0.425,10.41
10ee999f-7cfa-44ee-bfb1-1c6ec7dff0c1,Valentine's Day Promo — 2022 (Social Media),Social Media,Churned,International,2022-07-01,2022-08-16,Completed,52155.61,45401.71,3318118,25084,0.756,2812,11.214,400276.55,781.63,1.81,16.15
3408ed74-3aa8-4d39-bb15-0c7cc689c065,Spring Launch — 2023 (Content Marketing),Content Marketing,All Customers,Midwest,2023-05-20,2023-06-07,Planned,193471.77,0.0,2296448,147597,6.427,14738,9.986,4232676.77,0.0,0.0,0.0
890112d7-df5f-4b49-aee7-6d0959aa947f,Earth Day Initiative — 2023 (Email),Email,Gold,National,2023-10-23,2023-12-04,Completed,135709.12,130826.99,2909310,62873,2.161,7467,11.878,1324927.12,912.73,2.0808,17.52
2e5f3201-abba-4165-b9c6-54fb0145fdb3,Mother's Day Gifts — 2025 (Display),Display,Platinum,Midwest,2025-05-21,2025-06-04,Active,246101.39,55717.18,347553,4754,1.368,190,4.018,28616.08,-48.64,11.7201,293.25
ddb9386c-192b-4747-a033-eff33ac63181,Summer Splash Sale — 2026 (PPC),PPC,All Customers,International,2026-05-14,2026-08-13,Completed,193794.61,178780.69,2707792,213511,7.885,17019,7.971,4757084.46,2560.85,0.8373,10.5
44a6b70c-e4bb-4204-b59c-45af1743cb00,Back to School — 2023 (TV),TV,New Customers,Southeast,2023-11-20,2024-01-21,Planned,97382.71,0.0,542083,27107,5.001,2755,10.166,319390.62,0.0,0.0,0.0
2187d986-0ecd-4b70-be51-e2fdc3663f5a,Fall Fashion Forward — 2024 (PPC),PPC,Churned,West Coast,2024-04-26,2024-07-30,Completed,133991.3,130972.4,4595788,271313,5.904,8977,3.309,689770.86,426.65,0.4827,14.59
43da7860-6116-4e66-96b5-8839025db680,Halloween Spookfest — 2025 (SMS),SMS,Churned,Midwest,2025-07-10,2025-10-31,Cancelled,242240.45,26101.55,4308323,92139,2.139,3232,3.508,689526.54,2541.71,0.2833,8.08
5f553bdb-3ef7-42b1-9431-762ab857475b,Black Friday Mega Sale — 2023 (Radio),Radio,Gold,West Coast,2023-01-09,2023-04-29,Completed,41122.4,37275.01,545622,26974,4.944,297,1.104,77063.04,106.74,1.3819,125.51
f39f159d-45ca-4955-b7fe-750a4f54f8ad,Cyber Monday Deals — 2024 (Content Marketing),Content Marketing,Platinum,Midwest,2024-11-23,2024-12-26,Completed,152016.54,132145.51,2346539,113677,4.844,1992,1.753,343198.83,159.71,1.1625,66.34
75ebda68-eda5-4b6b-b718-5524112dd13b,Holiday Season — 2023 (PPC),PPC,Platinum,Midwest,2023-02-22,2023-03-16,Active,249840.08,148020.58,4075793,154085,3.781,6802,4.415,2361452.04,1495.35,0.9606,21.76
0f53157a-9672-4873-bb8e-0d58eec88bc8,Brand Awareness Drive — 2022 (Social Media),Social Media,Gold,Southeast,2022-02-11,2022-06-07,Completed,59860.95,60592.93,1040235,7825,0.752,798,10.201,90907.51,50.03,7.7435,75.93
5959c796-36a5-4803-a881-7e8a5ccd36b4,Customer Win-Back — 2023 (Social Media),Social Media,All Customers,International,2023-03-22,2023-06-03,Completed,104946.75,93640.58,2978713,165266,5.548,10084,6.102,830650.57,787.06,0.5666,9.29
aa2a4875-5034-4393-9582-ef7e9ce7140d,Loyalty Rewards — 2025 (PPC),PPC,Platinum,Midwest,2025-08-31,2025-12-27,Active,113889.56,81083.53,3781128,64215,1.698,2438,3.797,851594.77,950.27,1.2627,33.26
5f2c03e7-5fe4-4c32-ba04-f2c6a6d3f060,Premium Tier Launch — 2025 (Social Media),Social Media,Churned,Southeast,2025-01-04,2025-02-28,Completed,172222.08,161711.68,1609109,69973,4.349,1826,2.61,470028.27,190.66,2.3111,88.56
c7e83b81-b8da-4cb0-bb09-6848414b07c9,Referral Bonus — 2024 (Email),Email,Silver,International,2024-05-17,2024-07-28,Paused,156331.83,61320.42,529038,34997,6.615,1953,5.581,416133.66,578.62,1.7522,31.4
33e1737b-0c5c-4978-a736-d2e24e1f7d54,Flash Sale Weekend — 2025 (PPC),PPC,New Customers,Midwest,2025-07-21,2025-11-16,Completed,63367.27,65939.25,4114746,278824,6.776,15174,5.442,2784171.15,4122.33,0.2365,4.35
17f81d05-5afe-4af6-8c8a-03097870445f,Product Launch Wave — 2024 (PPC),PPC,Platinum,West Coast,2024-12-22,2025-04-04,Paused,142593.94,34249.29,2671882,155783,5.83,4950,3.178,601875.29,1657.34,0.2199,6.92
44e7794c-c392-40ab-8cef-a28cbb2da047,Influencer Collab — 2023 (PPC),PPC,Churned,International,2023-03-03,2023-05-08,Paused,50873.44,11462.8,1802993,144675,8.024,15001,10.369,4329904.96,37673.54,0.0792,0.76
151c8c79-84a1-4328-afc6-dc5630eae331,New Year Kickoff — 2026 (Content Marketing),Content Marketing,New Customers,Northeast,2026-01-03,2026-03-05,Paused,56593.66,15671.12,951090,12998,1.367,340,2.623,70159.76,347.7,1.2057,46.09
36f275ef-4e6f-4ddd-ae54-fc5aa0e923bc,Valentine's Day Promo — 2023 (Email),Email,Platinum,National,2023-03-05,2023-05-03,Completed,15722.67,13969.35,3049584,16957,0.556,704,4.153,94717.03,578.03,0.8238,19.84
28a47809-4cba-4bdc-ad13-47a3ba7b8c41,Spring Launch — 2023 (TV),TV,Churned,Northeast,2023-10-15,2023-12-04,Planned,41697.88,0.0,2121235,82489,3.889,1112,1.349,160427.11,0.0,0.0,0.0
d1f7ba42-3d77-440c-9eab-83b3c502348c,Earth Day Initiative — 2025 (Email),Email,New Customers,West Coast,2025-01-21,2025-03-07,Active,92658.57,39101.47,2872208,75298,2.622,6370,8.46,1410987.46,3508.53,0.5193,6.14
849f6bb7-1997-4452-abfe-45d60502c8a1,Mother's Day Gifts — 2022 (Content Marketing),Content Marketing,Silver,National,2022-01-16,2022-03-17,Paused,69412.56,34034.19,1473845,21854,1.483,286,1.311,66763.09,96.16,1.5573,119.0
088ac82f-db62-48e9-a701-078c542c64cc,Summer Splash Sale — 2022 (PPC),PPC,All Customers,West Coast,2022-01-17,2022-05-02,Completed,107355.8,103861.83,2279251,74947,3.288,2406,3.211,544021.08,423.79,1.3858,43.17
c3b3ba92-13b1-4392-9dce-bf1753201ed1,Back to School — 2025 (Content Marketing),Content Marketing,Bronze,West Coast,2025-07-24,2025-11-11,Completed,185278.7,167215.24,2092938,159703,7.631,18310,11.465,4700509.62,2711.05,1.047,9.13
5b58780e-6c34-4374-b60b-0438de6add57,Fall Fashion Forward — 2025 (Social Media),Social Media,New Customers,Northeast,2025-11-01,2026-01-24,Completed,149678.05,140231.48,2679579,52607,1.963,4872,9.262,1447695.7,932.36,2.6656,28.78
50c418d2-f533-4f5b-8f08-44d9768adac4,Halloween Spookfest — 2024 (Content Marketing),Content Marketing,Platinum,Midwest,2024-11-13,2024-12-22,Paused,157019.42,45773.83,1066691,25427,2.384,2710,10.659,519462.66,1034.85,1.8002,16.89
3beaaef9-450e-47b2-9793-64634a50ed0e,Black Friday Mega Sale — 2024 (Email),Email,New Customers,Northeast,2024-09-04,2024-11-13,Completed,227023.16,236392.39,2159039,143506,6.647,16104,11.222,1808558.93,665.07,1.6473,14.68
12dd2f51-7f1a-4fe2-87a4-945e9714704b,Cyber Monday Deals — 2025 (TV),TV,Churned,Midwest,2025-01-31,2025-04-10,Cancelled,59831.45,9796.24,3749256,85323,2.276,9106,10.673,2185911.17,22213.78,0.1148,1.08
ad4cf312-46ad-49d4-a44e-08bbdb39185c,Holiday Season — 2025 (Social Media),Social Media,Churned,Northeast,2025-01-02,2025-01-29,Completed,37247.8,33849.09,3957600,237941,6.012,6612,2.779,743226.73,2095.71,0.1423,5.12
6ad3fd06-22ec-40bd-849f-616db1c5c5d9,Brand Awareness Drive — 2026 (PPC),PPC,New Customers,National,2026-01-23,2026-03-20,Active,189232.58,90362.7,1364359,84473,6.191,4536,5.37,1010510.37,1018.28,1.0697,19.92
5a424872-6a07-4d3b-b133-15e356f9e462,Customer Win-Back — 2022 (TV),TV,All Customers,Southeast,2022-08-18,2022-12-06,Planned,191993.97,0.0,4739448,392591,8.283,30906,7.873,4804370.96,0.0,0.0,0.0
4abc6827-6e58-4ea0-a241-e415094b87d4,Loyalty Rewards — 2025 (PPC),PPC,Gold,West Coast,2025-01-30,2025-04-18,Cancelled,202591.27,25241.83,3932687,28512,0.725,341,1.197,44493.17,76.27,0.8853,74.02
dd3b4b90-c3ab-4142-970a-2e5e0f2f8375,Premium Tier Launch — 2024 (Social Media),Social Media,Churned,National,2024-10-13,2024-11-20,Completed,203803.06,182098.41,614765,46598,7.58,5087,10.919,906959.45,398.06,3.9079,35.8
edeb5261-fbfa-41dc-a96d-e77428891db8,Referral Bonus — 2025 (Email),Email,Platinum,Midwest,2025-05-03,2025-08-08,Active,75158.6,38962.52,1003162,30277,3.018,2316,7.651,529968.4,1260.2,1.2869,16.82
c720d1bc-6eaf-407a-878e-4c33701c2458,Flash Sale Weekend — 2024 (Email),Email,Bronze,Northeast,2024-06-28,2024-08-14,Active,222887.79,135408.06,3943470,276681,7.016,14410,5.208,3976464.1,2836.65,0.4894,9.4
6d26e5de-fcbe-4d10-9820-a0573ab54648,Product Launch Wave — 2022 (Social Media),Social Media,Bronze,National,2022-05-07,2022-05-23,Paused,62359.29,14445.59,85059,1594,1.875,160,10.062,41219.82,185.35,9.0625,90.28
ee38c68c-869c-4c7e-9a09-0da40cc63677,Influencer Collab — 2024 (SMS),SMS,Bronze,Southeast,2024-06-26,2024-09-09,Planned,36549.51,0.0,904860,31342,3.464,1204,3.844,239643.4,0.0,0.0,0.0
